start,split,weeks_since,auroc_energy_teacherA,auroc_energy_kdA,auroc_energy_ls,auroc_energy_directTS,auroc_energy_enddA,auroc_msp_teacherA,auroc_msp_kdA,auroc_msp_ls,auroc_msp_directTS,auroc_msp_enddA,f1_kdA,ece_kdA,nll_kdA,f1_ls,ece_ls,nll_ls,f1_directTS,ece_directTS,nll_directTS,rho_kdA_A,rho_kdA_B,rho_kdB_A,rho_kdB_B,rho_kdA4_A,rho_kdA4_B,rho_kdB4_A,rho_kdB4_B,rho_direct_A,rho_direct_B,analysis
11,val,1.0,0.7404035,0.57625871875,0.535176,0.54132925,0.50308834375,0.766652875,0.58907390625,0.55258715625,0.559139125,0.5219110625,0.06802330007931434,0.06642334747314453,3.1368372694272546,0.05624939173404726,0.04707429122924805,3.235869110766798,0.03321467993989177,0.04115181732177734,3.379334236472845,0.570483017188165,0.4368745274034686,0.5176404407568318,0.44521394529080294,0.5480814088423779,0.30679720063090327,0.44248851214734086,0.3588994814484561,0.4357356685957626,0.31445317526123717,primary
