start,condition,A,B
11,direct,0.435611906011101,0.3145345942552742
11,directTS,0.4441109670019315,0.3108772440214948
11,enddA,0.3563942411565631,0.26225514507631
11,kdA,0.5704521358138346,0.4369073652689385
11,kdA4,0.5481717538608764,0.3066118085229282
11,kdB,0.5174610609378787,0.4452082363729605
11,kdB4,0.4425722911158307,0.3589179618348694
11,ls,0.4915664305266219,0.356372643808221
