start,split,weeks_since,flows,unknown,condition,macro_f1_mean,macro_f1_std,auroc_energy_mean,auroc_energy_std,auroc_msp_mean,auroc_msp_std,fpr95_energy_mean,fpr95_energy_std,oscr_energy_mean,oscr_energy_std,ece_mean,ece_std,ece_ts_mean,ece_ts_std,nll_mean,nll_std,nll_ts_mean,nll_ts_std,aurc_mean,aurc_std
11,val,1.0,all,all,direct,0.0332146799398917,,0.5397630625000001,,0.55738484375,,0.96125,,0.1681993125,,0.1014967965837568,,0.0409523547850549,,3.476323127746582,,3.3793344497680664,,0.6043886288911422,
11,val,1.0,all,all,directTS,0.0332146799398917,,0.541343125,,0.5591411562499999,,0.96675,,0.16909425,,0.0409523547850549,,,,3.3793344497680664,,,,0.6081316700889122,
11,val,1.0,all,all,enddA,0.0511938123239891,,0.503104,,0.52190734375,,0.96475,,0.1872410625,,0.1670472568105906,,0.0483197087347507,,3.597243070602417,,3.425784111022949,,0.515792332283968,
11,val,1.0,all,all,kdA,0.0680233000793143,,0.5764755312500001,,0.58907271875,,0.96175,,0.22815125,,0.2004890810884535,,0.0664250776115805,,3.3873419761657715,,3.1368374824523926,,0.479101883009834,
11,val,1.0,all,all,kdA4,0.0574391513299548,,0.57264253125,,0.5584716875,,0.9355,,0.2034948125,,0.1876406242428347,,0.0491363106630742,,3.5039989948272705,,3.050802230834961,,0.5453087800087882,
11,val,1.0,all,all,kdB,0.0613052138166314,,0.5525038124999999,,0.598644,,0.945,,0.219152125,,0.1920206870622933,,0.0803550465423613,,3.350903272628784,,3.166196823120117,,0.4798497514497436,
11,val,1.0,all,all,kdB4,0.0441953113324458,,0.5369440937500001,,0.5543602812499999,,0.96275,,0.1446844374999999,,0.1500101486248895,,0.0395515898996964,,3.544600248336792,,3.2707512378692627,,0.6883799326196421,
11,val,1.0,all,all,ls,0.0562493917340472,,0.53509609375,,0.5525893125,,0.96775,,0.1918601875,,0.1396602396043017,,0.0467729261144995,,3.3862600326538086,,3.235869169235229,,0.5513113007185803,
11,val,1.0,all,all,teacherA,0.3792558115729293,0.0,0.74042715625,0.0,0.766656,0.0,0.81625,0.0,0.5415712500000001,0.0,0.232089632537216,0.0,0.0221867301147431,0.0,1.8188281059265137,0.0,1.5678602457046509,0.0,0.1311967377281113,0.0
11,val,1.0,all,all,teacherA_member,0.36299870183202754,0.004664123108918224,0.7326279062500001,0.004412182925930758,0.75554578125,0.009082188831446512,0.8383750000000001,0.005629165124598851,0.52166778125,0.0023720796653573513,0.2027854669424705,0.010261270691575387,0.02230542286299165,0.004240439885414754,1.864894986152649,0.003672804804448508,1.6596437692642212,0.012811594391891182,0.1466576073571899,0.0006133476877456593
11,val,1.0,all,all,teacherB,0.4105357159215241,0.0,0.68352003125,0.0,0.70826578125,0.0,0.905,0.0,0.5219255,0.0,0.1290495459735393,0.0,0.0194254284538328,0.0,1.6058037281036377,0.0,1.541879177093506,0.0,0.1259160537924882,0.0
11,val,1.0,all,far,direct,0.0332146799398917,,0.550946395492436,,0.5793404214263662,,0.97005248533498,,0.1715034732942266,,0.1014967965837568,,0.0409523547850549,,3.476323127746582,,3.3793344497680664,,0.6043886288911422,
11,val,1.0,all,far,directTS,0.0332146799398917,,0.5537934161778326,,0.5822073556653288,,0.9706699598641556,,0.1726887156529793,,0.0409523547850549,,,,3.3793344497680664,,,,0.6081316700889122,
11,val,1.0,all,far,enddA,0.0511938123239891,,0.5066174359370177,,0.5354513352886694,,0.9725223834516826,,0.1897696048163013,,0.1670472568105906,,0.0483197087347507,,3.597243070602417,,3.425784111022949,,0.515792332283968,
11,val,1.0,all,far,kdA,0.0680233000793143,,0.5801892559431924,,0.605511037357209,,0.9706699598641556,,0.2294875733251003,,0.2004890810884535,,0.0664250776115805,,3.3873419761657715,,3.1368374824523926,,0.479101883009834,
11,val,1.0,all,far,kdA4,0.0574391513299548,,0.5894561593084284,,0.5784703612225996,,0.924976844705156,,0.2074654214263661,,0.1876406242428347,,0.0491363106630742,,3.5039989948272705,,3.050802230834961,,0.5453087800087882,
11,val,1.0,all,far,kdB,0.0613052138166314,,0.5487091694967583,,0.6091126891015745,,0.9583204692806422,,0.2187140321086755,,0.1920206870622933,,0.0803550465423613,,3.350903272628784,,3.166196823120117,,0.4798497514497436,
11,val,1.0,all,far,kdB4,0.0441953113324458,,0.5315679607903674,,0.5625453457857363,,0.9728311207162704,,0.1435395183698672,,0.1500101486248895,,0.0395515898996964,,3.544600248336792,,3.2707512378692627,,0.6883799326196421,
11,val,1.0,all,far,ls,0.0562493917340472,,0.5441122259956777,,0.570208513430071,,0.97005248533498,,0.1947336369249768,,0.1396602396043017,,0.0467729261144995,,3.3862600326538086,,3.235869169235229,,0.5513113007185803,
11,val,1.0,all,far,teacherA,0.3792558115729293,0.0,0.7619288746526706,0.0,0.7865345013893177,0.0,0.7974683544303798,0.0,0.5530629824019759,0.0,0.232089632537216,0.0,0.0221867301147431,0.0,1.8188281059265137,0.0,1.5678602457046509,0.0,0.1311967377281113,0.0
11,val,1.0,all,far,teacherA_member,0.36299870183202754,0.004664123108918224,0.7537203226304414,0.012341597283292366,0.774257834208089,0.015648393676892598,0.823247916023464,0.007308231255564922,0.5328540830503242,0.008235886438778924,0.2027854669424705,0.010261270691575387,0.02230542286299165,0.004240439885414754,1.864894986152649,0.003672804804448508,1.6596437692642212,0.012811594391891182,0.1466576073571899,0.0006133476877456593
11,val,1.0,all,far,teacherB,0.4105357159215241,0.0,0.6808055727076259,0.0,0.7006121102192034,0.0,0.904291447977771,0.0,0.5215731707317073,0.0,0.1290495459735393,0.0,0.0194254284538328,0.0,1.6058037281036377,0.0,1.541879177093506,0.0,0.1259160537924882,0.0
11,val,1.0,all,near,direct,0.0332146799398917,,0.4921640932982917,,0.4639365965834429,,0.923784494086728,,0.1541360052562417,,0.1014967965837568,,0.0409523547850549,,3.476323127746582,,3.3793344497680664,,0.6043886288911422,
11,val,1.0,all,near,directTS,0.0332146799398917,,0.4883516754270697,,0.4609658344283837,,0.9500657030223392,,0.1537953350854139,,0.0409523547850549,,,,3.3793344497680664,,,,0.6081316700889122,
11,val,1.0,all,near,enddA,0.0511938123239891,,0.4881499671484888,,0.4642608409986859,,0.9316688567674112,,0.1764789750328515,,0.1670472568105906,,0.0483197087347507,,3.597243070602417,,3.425784111022949,,0.515792332283968,
11,val,1.0,all,near,kdA,0.0680233000793143,,0.5606690210249672,,0.5191072601839685,,0.923784494086728,,0.2224635348226018,,0.2004890810884535,,0.0664250776115805,,3.3873419761657715,,3.1368374824523926,,0.479101883009834,
11,val,1.0,all,near,kdA4,0.0574391513299548,,0.5010796649145861,,0.4733524967148488,,0.9802890932982916,,0.1865949408672799,,0.1876406242428347,,0.0491363106630742,,3.5039989948272705,,3.050802230834961,,0.5453087800087882,
11,val,1.0,all,near,kdB,0.0613052138166314,,0.5686547306176084,,0.5540867279894875,,0.8883048620236531,,0.2210167542706964,,0.1920206870622933,,0.0803550465423613,,3.350903272628784,,3.166196823120117,,0.4798497514497436,
11,val,1.0,all,near,kdB4,0.0441953113324458,,0.5598262155059133,,0.519522667542707,,0.9198423127463864,,0.1495574901445466,,0.1500101486248895,,0.0395515898996964,,3.544600248336792,,3.2707512378692627,,0.6883799326196421,
11,val,1.0,all,near,ls,0.0562493917340472,,0.4967212549277267,,0.4775977332457293,,0.9579500657030224,,0.1796300919842312,,0.1396602396043017,,0.0467729261144995,,3.3862600326538086,,3.235869169235229,,0.5513113007185803,
11,val,1.0,all,near,teacherA,0.3792558115729293,0.0,0.6489106438896188,0.0,0.6820482917214192,0.0,0.8961892247043364,0.0,0.4926596583442838,0.0,0.232089632537216,0.0,0.0221867301147431,0.0,1.8188281059265137,0.0,1.5678602457046509,0.0,0.1311967377281113,0.0
11,val,1.0,all,near,teacherA_member,0.36299870183202754,0.004664123108918224,0.6428534822601839,0.02933732180927848,0.6759027595269382,0.01886516661454565,0.9027595269382391,0.0015173463053603743,0.4740561760840998,0.02258569975528926,0.2027854669424705,0.010261270691575387,0.02230542286299165,0.004240439885414754,1.864894986152649,0.003672804804448508,1.6596437692642212,0.012811594391891182,0.1466576073571899,0.0006133476877456593
11,val,1.0,all,near,teacherB,0.4105357159215241,0.0,0.6950734231274638,0.0,0.740841655716163,0.0,0.9080157687253614,0.0,0.5234250985545336,0.0,0.1290495459735393,0.0,0.0194254284538328,0.0,1.6058037281036377,0.0,1.541879177093506,0.0,0.1259160537924882,0.0
11,val,1.0,ge5,all,direct,0.0337030126815271,,0.5535363543936443,,0.5720086765647169,,0.9541730670762928,,0.1749177874666217,,0.1048277505531443,,0.0434558185106355,,3.4437756538391118,,3.34568190574646,,0.5959360359151741,
11,val,1.0,ge5,all,directTS,0.0337030126815271,,0.5552657206315454,,0.5737117580965936,,0.9518689196108552,,0.1758875424422664,,0.0434558185106355,,,,3.34568190574646,,,,0.5998431543187381,
11,val,1.0,ge5,all,enddA,0.0515796982637146,,0.5140202621934584,,0.5330400094075809,,0.9551971326164874,,0.1939585624455638,,0.1686744256850829,,0.048831352276575,,3.565715789794922,,3.391454696655273,,0.5060534163775394,
11,val,1.0,ge5,all,kdA,0.0692011872809862,,0.5909960785227633,,0.6046475177393305,,0.9301075268817204,,0.2365693857977405,,0.2036694945232066,,0.0685808226912473,,3.3504860401153564,,3.0962157249450684,,0.4695495875807174,
11,val,1.0,ge5,all,kdA4,0.0589201703364708,,0.5859814923525234,,0.5725707674692174,,0.9336917562724014,,0.2114223889978448,,0.1941668823957754,,0.0528364845337416,,3.466397762298584,,3.001589298248291,,0.5364475559415978,
11,val,1.0,ge5,all,kdB,0.0622670027297658,,0.5655677851428529,,0.6124831392818871,,0.937532002048131,,0.2273081956450026,,0.1955321142822699,,0.084172185316483,,3.316880464553833,,3.1291792392730717,,0.4704206954383208,
11,val,1.0,ge5,all,kdB4,0.0453433939039759,,0.544174344814359,,0.5622008984614775,,0.9651817716333846,,0.1492351853704616,,0.1548245859600598,,0.0417132669099487,,3.5128848552703857,,3.231236457824707,,0.6845783968052658,
11,val,1.0,ge5,all,ls,0.0560866726175827,,0.5479761513002591,,0.566313199315486,,0.9603174603174603,,0.1993979898260441,,0.1395042836997417,,0.0432966876694147,,3.350742816925049,,3.1983461380004883,,0.5420837411265941,
11,val,1.0,ge5,all,teacherA,0.3813918920980793,0.0,0.7531186050314753,0.0,0.7743038437012937,0.0,0.8087557603686636,0.0,0.5553770874242047,0.0,0.2344596581623687,0.0,0.0219676995558823,0.0,1.7630499601364136,0.0,1.5066086053848269,0.0,0.1242348512760662,0.0
11,val,1.0,ge5,all,teacherA_member,0.3636516852329261,0.008348249120876772,0.7445184333806257,0.0019481645968242815,0.7635324381398652,0.006833451927706581,0.8310291858678955,0.009755534502436094,0.5354366053740807,0.0010906242013836345,0.20519018062716093,0.010112480057387572,0.02143016601385255,0.002626708222510603,1.8091938495635986,0.005241338300689415,1.598740041255951,0.011729313162036563,0.1392261070085365,0.0007750033604446852
11,val,1.0,ge5,all,teacherB,0.4152633075375065,0.0,0.6938602208129603,0.0,0.7160339653315108,0.0,0.9022017409114184,0.0,0.5367663101456018,0.0,0.1342015225569864,0.0,0.0247097404689773,0.0,1.5426300764083862,0.0,1.4734631776809692,0.0,0.1171480449946043,0.0
11,val,1.0,ge5,far,direct,0.0337030126815271,,0.5674534984522468,,0.5972244349447634,,0.9660056657223796,,0.1786415917243271,,0.1048277505531443,,0.0434558185106355,,3.4437756538391118,,3.34568190574646,,0.5959360359151741,
11,val,1.0,ge5,far,directTS,0.0337030126815271,,0.5704958993208362,,0.6000541262808782,,0.9641170915958452,,0.1799114268779386,,0.0434558185106355,,,,3.34568190574646,,,,0.5998431543187381,
11,val,1.0,ge5,far,enddA,0.0515796982637146,,0.5200523709229403,,0.5490805324794323,,0.9672647151400692,,0.1970206504029295,,0.1686744256850829,,0.048831352276575,,3.565715789794922,,3.391454696655273,,0.5060534163775394,
11,val,1.0,ge5,far,kdA,0.0692011872809862,,0.5964359647153294,,0.6236226882812814,,0.9361032420522506,,0.2383153635562827,,0.2036694945232066,,0.0685808226912473,,3.3504860401153564,,3.0962157249450684,,0.4695495875807174,
11,val,1.0,ge5,far,kdA4,0.0589201703364708,,0.6043212845136345,,0.5949366650883265,,0.9241422725841988,,0.2157969699656775,,0.1941668823957754,,0.0528364845337416,,3.466397762298584,,3.001589298248291,,0.5364475559415978,
11,val,1.0,ge5,far,kdB,0.0622670027297658,,0.5633126403637971,,0.6248952404523389,,0.9493232609379918,,0.2271968341642055,,0.1955321142822699,,0.084172185316483,,3.316880464553833,,3.1291792392730717,,0.4704206954383208,
11,val,1.0,ge5,far,kdB4,0.0453433939039759,,0.5390204048833531,,0.5715067944784606,,0.9735599622285176,,0.1480595020233958,,0.1548245859600598,,0.0417132669099487,,3.5128848552703857,,3.231236457824707,,0.6845783968052658,
11,val,1.0,ge5,far,ls,0.0560866726175827,,0.5592748231036392,,0.5867767618602546,,0.9672647151400692,,0.2026770690561271,,0.1395042836997417,,0.0432966876694147,,3.350742816925049,,3.1983461380004883,,0.5420837411265941,
11,val,1.0,ge5,far,teacherA,0.3813918920980793,0.0,0.7742950965821485,0.0,0.7930029555386442,0.0,0.7900535096002518,0.0,0.5669366476335478,0.0,0.2344596581623687,0.0,0.0219676995558823,0.0,1.7630499601364136,0.0,1.5066086053848269,0.0,0.1242348512760662,0.0
