model,split,flows,unknown,temperature,n_known,n_unknown,accuracy,macro_f1,auroc_maha,fpr95_maha,oscr_maha,auroc_knnfeat,fpr95_knnfeat,oscr_knnfeat,ece,nll,brier,aurc,start,weeks_since
teacherA_0,val,all,all,,200000,53779,0.97036,0.957563761766601,0.7520173394354674,0.8937875378865356,0.7335744697744473,0.8295654536157235,0.819204522211272,0.8089745016642184,0.006678097717352163,0.10383006930351257,0.04281903928073604,0.0011209243391918683,11,1.0
teacherA_0,val,all,near,,200000,10959,0.97036,0.957563761766601,0.6528535105849074,0.9090245460352222,0.6380648275390091,0.7015293918240716,0.9042795875536089,0.6862167474222101,0.006678097717352163,0.10383006930351257,0.04281903928073604,0.0011209243391918683,11,1.0
teacherA_0,val,all,far,,200000,42820,0.97036,0.957563761766601,0.777396517398412,0.8898879028491359,0.7580184251517983,0.8623339543437646,0.7974311069593648,0.8403921156001868,0.006678097717352163,0.10383006930351257,0.04281903928073604,0.0011209243391918683,11,1.0
teacherA_0,val,ge5,all,,191366,52270,0.9759988712728489,0.9657748798313466,0.755454035163275,0.8953510617945284,0.7409756351185158,0.8331815147201412,0.8229768509661374,0.8172204288721295,0.005334662690836763,0.08302362263202667,0.03504025573766539,0.0007956283117295709,11,1.0
teacherA_0,val,ge5,near,,191366,10483,0.9759988712728489,0.9657748798313466,0.6577066582311253,0.9092816941715158,0.6460699193094637,0.709820388706452,0.9053706000190785,0.6979584355371756,0.005334662690836763,0.08302362263202667,0.03504025573766539,0.0007956283117295709,11,1.0
teacherA_0,val,ge5,far,,191366,41787,0.9759988712728489,0.9657748798313466,0.7799756747253332,0.8918563189508699,0.7647843942739063,0.864128811343529,0.8023069375643143,0.8471393863500607,0.005334662690836763,0.08302362263202667,0.03504025573766539,0.0007956283117295709,11,1.0
teacherA_0,test_w16-19,all,all,,100000,100000,0.96406,0.948896815313673,0.777093885,0.80435,0.7543638193000001,0.7990099049,0.78488,0.7761924189,0.010417617540657568,0.1447376310825348,0.05361477813982657,0.0019977159075666075,11,3.5
teacherA_0,test_w16-19,all,near,,100000,11980,0.96406,0.948896815313673,0.8095537241235391,0.7762103505843072,0.7851831619365608,0.8514704899833054,0.7107679465776294,0.8258396477462437,0.010417617540657568,0.1447376310825348,0.05361477813982657,0.0019977159075666075,11,3.5
teacherA_0,test_w16-19,all,far,,100000,88020,0.96406,0.948896815313673,0.7726759246194047,0.8081799591002045,0.7501691394001364,0.7918697343785503,0.794967052942513,0.7694351614405817,0.010417617540657568,0.1447376310825348,0.05361477813982657,0.0019977159075666075,11,3.5
teacherA_0,test_w16-19,ge5,all,,96085,89545,0.9687776447936722,0.9537136264722937,0.7933683035876626,0.7916689932436205,0.7736630073578605,0.8231773109834766,0.7676810542185494,0.8033818233666573,0.008947884008422499,0.12503162026405334,0.04683073477929742,0.001560801003120421,11,3.5
