model,split,flows,unknown,temperature,n_known,n_unknown,accuracy,macro_f1,auroc_maha,fpr95_maha,oscr_maha,auroc_knnfeat,fpr95_knnfeat,oscr_knnfeat,ece,nll,brier,aurc,start,weeks_since
student_kdM0_s0,val,all,all,,200000,53779,0.925935,0.8943221636761142,0.773336685462727,0.8739470797151304,0.7304547185704456,0.8227061407333717,0.8074899124193459,0.7758576553115527,0.036265212638974205,0.31402140855789185,0.11148071260332003,0.00603565556074474,11,1.0
student_kdM0_s0,val,all,near,,200000,10959,0.925935,0.8943221636761142,0.6814590062961949,0.9317455972260242,0.6479421854183776,0.6943781512911762,0.9217081850533808,0.6611663459257231,0.036265212638974205,0.31402140855789185,0.11148071260332003,0.00603565556074474,11,1.0
student_kdM0_s0,val,all,far,,200000,42820,0.925935,0.8943221636761142,0.796851105966838,0.8591546006539,0.75157230032695,0.8555493550326949,0.7782578234469874,0.8052108094348436,0.036265212638974205,0.31402140855789185,0.11148071260332003,0.00603565556074474,11,1.0
student_kdM0_s0,val,ge5,all,,191366,52270,0.9376848551989382,0.9071202433751386,0.776614534593268,0.8760283145207576,0.742777154360596,0.8279703446633725,0.8110770996747656,0.7911190294902771,0.0308567209687145,0.26034775376319885,0.09433067126238823,0.004560036656388367,11,1.0
student_kdM0_s0,val,ge5,near,,191366,10483,0.9376848551989382,0.9071202433751386,0.6885286402172177,0.9321759038443194,0.6622866676109448,0.7044088048785223,0.9206334064676143,0.6792375814598264,0.0308567209687145,0.26034775376319885,0.09433067126238823,0.004560036656388367,11,1.0
student_kdM0_s0,val,ge5,far,,191366,41787,0.9376848551989382,0.9071202433751386,0.7987124222316276,0.8619427094550937,0.7629696011166827,0.85896791858743,0.7835929834637567,0.8191864480583297,0.0308567209687145,0.26034775376319885,0.09433067126238823,0.004560036656388367,11,1.0
student_kdM0_s0,test_w16-19,all,all,,100000,100000,0.91783,0.8854653466823315,0.7547788127,0.87354,0.7075674809999999,0.7746368175,0.82789,0.7265971978000001,0.04097851558521391,0.363826185464859,0.12500327195776928,0.0076754609340654294,11,3.5
student_kdM0_s0,test_w16-19,all,near,,100000,11980,0.91783,0.8854653466823315,0.8371925108514191,0.7349749582637729,0.7796297287145242,0.8591535175292154,0.6828881469115192,0.8003733973288815,0.04097851558521391,0.363826185464859,0.12500327195776928,0.0076754609340654294,11,3.5
student_kdM0_s0,test_w16-19,all,far,,100000,88020,0.91783,0.8854653466823315,0.7435618608270848,0.8923994546693933,0.6977594177459668,0.7631336356509884,0.8476255396500795,0.7165558563962736,0.04097851558521391,0.363826185464859,0.12500327195776928,0.0076754609340654294,11,3.5
student_kdM0_s0,test_w16-19,ge5,all,,96085,89545,0.9277930998594994,0.8947166257731042,0.7726770076236051,0.8644257077447094,0.7320955801562026,0.7996077952191233,0.8143391590820258,0.7580956769201084,0.036281525113862165,0.3170805275440216,0.11045098386611199,0.0062092870138747355,11,3.5
