student,teacher,split,n_known,n_unknown,spearman_energy,spearman_energy_unknown,spearman_msp,spearman_msp_unknown,top1_agreement_known,error_jaccard_known,start,condition,seed,weeks_since
student_direct_w96_s0,A,val,200000,53779,0.5443164034583737,0.7119629409759448,0.7901355045309466,0.5868736617413949,0.96434,0.44247005694089925,11,direct_w96,0,1.0
student_direct_w96_s0,B,val,200000,53779,0.49642660535791827,0.633452602054774,0.7163618629940913,0.4963359516417609,0.96124,0.4076561450638012,11,direct_w96,0,1.0
student_directTS_w96_s0,A,val,200000,53779,0.5429286666710542,0.7102813319526152,0.7904618234715902,0.5973506078286887,0.96434,0.44247005694089925,11,directTS_w96,0,1.0
student_directTS_w96_s0,B,val,200000,53779,0.4948176219342504,0.6314640452565241,0.7165356624618443,0.5041888249782511,0.96124,0.4076561450638012,11,directTS_w96,0,1.0
student_direct_w96_s0,A,test_w16-19,100000,100000,0.7924730560105143,0.7725987673286286,0.8437786156547578,0.5428473751993673,0.96097,0.47158798283261805,11,direct_w96,0,3.5
student_direct_w96_s0,B,test_w16-19,100000,100000,0.7485304241843126,0.6907092365456292,0.8110109761687432,0.5190094014270741,0.95798,0.4368145773578539,11,direct_w96,0,3.5
student_directTS_w96_s0,A,test_w16-19,100000,100000,0.7911283450784722,0.7710140287731166,0.8468003705682319,0.5552775183967928,0.96097,0.47158798283261805,11,directTS_w96,0,3.5
student_directTS_w96_s0,B,test_w16-19,100000,100000,0.746918068776852,0.6895323748168148,0.812992619487351,0.5267233056713004,0.95798,0.4368145773578539,11,directTS_w96,0,3.5
student_direct_w96_s0,A,test_w20-23,100000,100000,0.7962521751240836,0.7735616302991704,0.8434878761190125,0.5519473683515369,0.9501,0.47576006573541496,11,direct_w96,0,7.5
student_direct_w96_s0,B,test_w20-23,100000,100000,0.748693236121995,0.6875830479934443,0.8067317310708753,0.507198854932007,0.94706,0.4338115863562534,11,direct_w96,0,7.5
student_directTS_w96_s0,A,test_w20-23,100000,100000,0.7949023621431929,0.7719787742003804,0.8468932233652721,0.5642353460388504,0.9501,0.47576006573541496,11,directTS_w96,0,7.5
student_directTS_w96_s0,B,test_w20-23,100000,100000,0.7471842517883559,0.6868444787634226,0.8094003663090532,0.516242218448915,0.94706,0.4338115863562534,11,directTS_w96,0,7.5
student_direct_w96_s0,A,test_w24-27,100000,100000,0.788530343070162,0.77201451458041,0.840214747337629,0.5666437817108753,0.94297,0.5203989120580236,11,direct_w96,0,11.5
student_direct_w96_s0,B,test_w24-27,100000,100000,0.7406315863650349,0.6905519709966071,0.8009047852110617,0.5303180582920086,0.93612,0.4688206785137318,11,direct_w96,0,11.5
student_directTS_w96_s0,A,test_w24-27,100000,100000,0.7872182805539093,0.7708780468350693,0.8437299173275445,0.5791696671292114,0.94297,0.5203989120580236,11,directTS_w96,0,11.5
student_directTS_w96_s0,B,test_w24-27,100000,100000,0.7391324608186393,0.6901598104619218,0.8035312772568107,0.5387298783875942,0.93612,0.4688206785137318,11,directTS_w96,0,11.5
student_direct_w96_s0,A,test_w28-31,100000,100000,0.7876113793735584,0.7444392085777303,0.8289086569743854,0.5540226168362438,0.92624,0.5592640136927685,11,direct_w96,0,15.5
student_direct_w96_s0,B,test_w28-31,100000,100000,0.7334033050900096,0.6582753424741655,0.7838799605607305,0.503151713082759,0.91854,0.5167992209056971,11,direct_w96,0,15.5
student_directTS_w96_s0,A,test_w28-31,100000,100000,0.7863251599488975,0.743294516341907,0.83261218625478,0.5662474173867303,0.92624,0.5592640136927685,11,directTS_w96,0,15.5
student_directTS_w96_s0,B,test_w28-31,100000,100000,0.7319195285014675,0.6578648099083896,0.7867575307065361,0.5121748596510107,0.91854,0.5167992209056971,11,directTS_w96,0,15.5
student_direct_w96_s0,A,test_w32-35,100000,100000,0.7854749360473274,0.7379684119958351,0.8189937406264434,0.5549320842372307,0.91088,0.6116465318311388,11,direct_w96,0,19.5
student_direct_w96_s0,B,test_w32-35,100000,100000,0.7260362597972042,0.647074548938088,0.7757699193655876,0.5070765130219321,0.90252,0.5820885829328484,11,direct_w96,0,19.5
student_directTS_w96_s0,A,test_w32-35,100000,100000,0.7842423695126848,0.7370933001383522,0.8226278342969059,0.5651738406191846,0.91088,0.6116465318311388,11,directTS_w96,0,19.5
student_directTS_w96_s0,B,test_w32-35,100000,100000,0.7245752757576363,0.6466653139994168,0.7785082598623181,0.514395560146028,0.90252,0.5820885829328484,11,directTS_w96,0,19.5
student_direct_w96_s0,A,test_w36-39,100000,100000,0.7972625937380994,0.7402325299491119,0.8128752457840741,0.5319911822925066,0.9039,0.6585133607093971,11,direct_w96,0,23.5
student_direct_w96_s0,B,test_w36-39,100000,100000,0.7375560628951014,0.6450624507857816,0.7724935721179857,0.48173903213804803,0.88805,0.6249075916974695,11,direct_w96,0,23.5
student_directTS_w96_s0,A,test_w36-39,100000,100000,0.7960981232751163,0.7396797778340237,0.8171499373824224,0.5428865129772912,0.9039,0.6585133607093971,11,directTS_w96,0,23.5
student_directTS_w96_s0,B,test_w36-39,100000,100000,0.7361793941540057,0.6451115271666322,0.7754525207400544,0.48822466164239625,0.88805,0.6249075916974695,11,directTS_w96,0,23.5
student_direct_w96_s0,A,test_w40-43,100000,100000,0.7980001229972199,0.7433607172480343,0.8112964562614069,0.5352547325396642,0.90046,0.6672976538748351,11,direct_w96,0,27.5
student_direct_w96_s0,B,test_w40-43,100000,100000,0.7413369463126088,0.6491101154548277,0.772104893112236,0.4861443927051109,0.8837,0.6239103362391034,11,direct_w96,0,27.5
student_directTS_w96_s0,A,test_w40-43,100000,100000,0.796798202239415,0.7426470921980861,0.815407812628325,0.5458581007877094,0.90046,0.6672976538748351,11,directTS_w96,0,27.5
student_directTS_w96_s0,B,test_w40-43,100000,100000,0.7399283588162308,0.6490470641052479,0.7748955185607591,0.4924210577025519,0.8837,0.6239103362391034,11,directTS_w96,0,27.5
student_direct_w96_s0,A,test_w44-47,100000,100000,0.8042435816442816,0.751083976729828,0.7986946688733678,0.5446154896475464,0.87799,0.6568850948246593,11,direct_w96,0,31.5
student_direct_w96_s0,B,test_w44-47,100000,100000,0.74439945008996,0.64223600372208,0.7635445420009838,0.503524725233549,0.8617,0.6288918881183971,11,direct_w96,0,31.5
student_directTS_w96_s0,A,test_w44-47,100000,100000,0.803150929440775,0.7503981526906089,0.8032104643938888,0.5547280185451413,0.87799,0.6568850948246593,11,directTS_w96,0,31.5
student_directTS_w96_s0,B,test_w44-47,100000,100000,0.7432066776274772,0.6427475125479095,0.7670158786085367,0.5104637524175145,0.8617,0.6288918881183971,11,directTS_w96,0,31.5
student_direct_w96_s0,A,test_w48-51,100000,100000,0.799405657678418,0.7460911330352513,0.7968203486670195,0.5453199904497155,0.87016,0.6593253163986849,11,direct_w96,0,35.333333333333336
student_direct_w96_s0,B,test_w48-51,100000,100000,0.7323821699943214,0.623702616103497,0.7592449247324211,0.5013069371046963,0.8522,0.6350219212571081,11,direct_w96,0,35.333333333333336
student_directTS_w96_s0,A,test_w48-51,100000,100000,0.7982522676599038,0.745303491951143,0.8012485049664887,0.5553420004793069,0.87016,0.6593253163986849,11,directTS_w96,0,35.333333333333336
student_directTS_w96_s0,B,test_w48-51,100000,100000,0.7311317103025712,0.624029452523994,0.7625519395905885,0.5079467589485406,0.8522,0.6350219212571081,11,directTS_w96,0,35.333333333333336
student_kdA4_w96_s0,A,val,200000,53779,0.9345461658194301,0.8340874444085556,0.9317210868966682,0.6084074426455859,0.955065,0.37906683480453973,11,kdA4_w96,0,1.0
student_kdA4_w96_s0,B,val,200000,53779,0.8501903579149429,0.7638018927867256,0.8707415308098377,0.5031016787664785,0.95208,0.35240217929668155,11,kdA4_w96,0,1.0
student_kdA4_w96_s0,A,test_w16-19,100000,100000,0.9332631708945395,0.8230565987181065,0.8870386385001598,0.5758314921790454,0.95058,0.40588322686079337,11,kdA4_w96,0,3.5
student_kdA4_w96_s0,B,test_w16-19,100000,100000,0.8763746094900037,0.726430037136367,0.8596727758846343,0.5514451724569367,0.94708,0.3706833746175142,11,kdA4_w96,0,3.5
student_kdA4_w96_s0,A,test_w20-23,100000,100000,0.9313296052544983,0.8186457007668648,0.8801114950512342,0.5765173978419653,0.94408,0.44225888324873097,11,kdA4_w96,0,7.5
student_kdA4_w96_s0,B,test_w20-23,100000,100000,0.8757591699596616,0.7209573837452679,0.8527078712609308,0.549199851609597,0.94086,0.40283527788232343,11,kdA4_w96,0,7.5
student_kdA4_w96_s0,A,test_w24-27,100000,100000,0.9271123228154037,0.8149363555188525,0.8756947368039794,0.5862165647359103,0.94015,0.5122085957352779,11,kdA4_w96,0,11.5
student_kdA4_w96_s0,B,test_w24-27,100000,100000,0.8724512465403429,0.7181551119317107,0.847909296857059,0.5669917425706243,0.93056,0.44855238491980837,11,kdA4_w96,0,11.5
student_kdA4_w96_s0,A,test_w28-31,100000,100000,0.9165743250117121,0.7959073163407602,0.8635658613620094,0.5777666543113182,0.92816,0.5561506717007639,11,kdA4_w96,0,15.5
student_kdA4_w96_s0,B,test_w28-31,100000,100000,0.8589657069869514,0.6879245660630001,0.8296723911778668,0.5397568482039804,0.91377,0.4952741020793951,11,kdA4_w96,0,15.5
student_kdA4_w96_s0,A,test_w32-35,100000,100000,0.9047953837797232,0.7866233373336681,0.845284678185631,0.5586555196111147,0.91001,0.6021586690499107,11,kdA4_w96,0,19.5
student_kdA4_w96_s0,B,test_w32-35,100000,100000,0.8460880941767995,0.6864258292627269,0.8136030508995818,0.5283212672586732,0.8956,0.5619694397283531,11,kdA4_w96,0,19.5
student_kdA4_w96_s0,A,test_w36-39,100000,100000,0.9013369521003038,0.7811161909060517,0.8301621357964212,0.5106417890452495,0.89747,0.6246520168216549,11,kdA4_w96,0,23.5
student_kdA4_w96_s0,B,test_w36-39,100000,100000,0.8429408375158027,0.6805163177304827,0.8001486367702222,0.48274820677161806,0.87836,0.5847133040441591,11,kdA4_w96,0,23.5
student_kdA4_w96_s0,A,test_w40-43,100000,100000,0.9000332808083576,0.7840672326316351,0.82983151126291,0.5232708697694647,0.89339,0.6341421833267035,11,kdA4_w96,0,27.5
student_kdA4_w96_s0,B,test_w40-43,100000,100000,0.8424203087712436,0.6795940007710441,0.8005041908285969,0.49574917726390344,0.87289,0.5862548097477555,11,kdA4_w96,0,27.5
student_kdA4_w96_s0,A,test_w44-47,100000,100000,0.8966516770777524,0.7848325986945998,0.815277342453704,0.5277881362713799,0.87901,0.6422644473903865,11,kdA4_w96,0,31.5
student_kdA4_w96_s0,B,test_w44-47,100000,100000,0.8328498421811157,0.6637020417283532,0.7860286512478345,0.5001075469684548,0.8587,0.6074258121982091,11,kdA4_w96,0,31.5
student_kdA4_w96_s0,A,test_w48-51,100000,100000,0.8926708246507846,0.7838041293587253,0.8151266360414443,0.5379992467769249,0.87433,0.6496970253396989,11,kdA4_w96,0,35.333333333333336
student_kdA4_w96_s0,B,test_w48-51,100000,100000,0.8270662885409712,0.6550089517763377,0.786215673158229,0.5103205111896467,0.85364,0.6193559755076868,11,kdA4_w96,0,35.333333333333336
student_direct_w96_s1,A,val,200000,53779,0.5486390545132875,0.7280574292874479,0.7893415497693322,0.5866061030637837,0.964505,0.4432288586635127,11,direct_w96,1,1.0
student_direct_w96_s1,B,val,200000,53779,0.5062763355396056,0.6692430201901566,0.7144032775962889,0.4880094144205969,0.96163,0.4131632357204987,11,direct_w96,1,1.0
student_directTS_w96_s1,A,val,200000,53779,0.5474807130103941,0.7263193801359319,0.7897282026673168,0.5955226819968737,0.964505,0.4432288586635127,11,directTS_w96,1,1.0
student_directTS_w96_s1,B,val,200000,53779,0.5049193131494252,0.667351690177494,0.7148614048979713,0.49597481585017505,0.96163,0.4131632357204987,11,directTS_w96,1,1.0
student_direct_w96_s1,A,test_w16-19,100000,100000,0.7797889765193758,0.7220302719529,0.8356235798346525,0.5117072190384399,0.96027,0.4768415655443514,11,direct_w96,1,3.5
student_direct_w96_s1,B,test_w16-19,100000,100000,0.7342360453602766,0.6266486401952958,0.8081615668994441,0.5199042316776559,0.95657,0.42797737857618096,11,direct_w96,1,3.5
student_directTS_w96_s1,A,test_w16-19,100000,100000,0.778559707234141,0.7213663060852572,0.8381347054460525,0.5223176807352728,0.96027,0.4768415655443514,11,directTS_w96,1,3.5
student_directTS_w96_s1,B,test_w16-19,100000,100000,0.7326251223344498,0.6256946033826882,0.809891117172901,0.5274552075498122,0.95657,0.42797737857618096,11,directTS_w96,1,3.5
student_direct_w96_s1,A,test_w20-23,100000,100000,0.7839849321456307,0.7216477071138059,0.8329151098823405,0.5088309134772793,0.95041,0.4868039242780158,11,direct_w96,1,7.5
student_direct_w96_s1,B,test_w20-23,100000,100000,0.7333801960283927,0.6135985757034756,0.8034302685742432,0.5035990022003437,0.94768,0.44297407912687586,11,direct_w96,1,7.5
student_directTS_w96_s1,A,test_w20-23,100000,100000,0.7828072191208518,0.7210623659581176,0.8358345241345176,0.5195458647660687,0.95041,0.4868039242780158,11,directTS_w96,1,7.5
student_directTS_w96_s1,B,test_w20-23,100000,100000,0.7319036097235341,0.6130136925124834,0.8056827134115416,0.5121879335992471,0.94768,0.44297407912687586,11,directTS_w96,1,7.5
student_direct_w96_s1,A,test_w24-27,100000,100000,0.7798570659119296,0.7319102116357086,0.829334247728115,0.526210780506574,0.93965,0.5131825703254275,11,direct_w96,1,11.5
student_direct_w96_s1,B,test_w24-27,100000,100000,0.7270701779827454,0.6208865495169027,0.7967060684139746,0.5196572231160492,0.93388,0.4627977752125092,11,direct_w96,1,11.5
