model,split,flows,unknown,temperature,n_known,n_unknown,accuracy,macro_f1,auroc_msp,fpr95_msp,oscr_msp,auroc_energy,fpr95_energy,oscr_energy,ece,nll,brier,aurc,ece_ts,nll_ts
teacher_1,val,ge5,near,1.295048967651576,191366,10483,0.9759413897975607,0.9656069950403194,0.8799690362112996,0.5230372984832586,0.8736939962614175,0.822007812703186,0.5202709148144615,0.8128418333429144,0.006157048805172517,0.08461922407150269,0.035121029707316426,0.0008236366588640237,0.0014273678597962053,0.08004366606473923
teacher_1,val,ge5,far,1.295048967651576,191366,41787,0.9759413897975607,0.9656069950403194,0.9235483954028734,0.5071194390599947,0.9166183447590522,0.8613689393322377,0.5377988369588628,0.8520328570709041,0.006157048805172517,0.08461922407150269,0.035121029707316426,0.0008236366588640237,0.0014273678597962053,0.08004366606473923
teacher_2,val,all,all,1.2952232464265883,200000,53779,0.97086,0.9583947734621043,0.9013277825452314,0.5951579612860038,0.8938595846891911,0.8388125509027686,0.6126740921177412,0.8286862021421,0.006963553896620874,0.10412248969078064,0.04216983232858513,0.001105600026103594,0.0018509811495244274,0.09891478717327118
teacher_2,val,all,near,1.2952232464265883,200000,10959,0.97086,0.9583947734621043,0.8855185778811935,0.5839948900447121,0.8779667319098458,0.8202150645588101,0.5939410530157861,0.8100664572497491,0.006963553896620874,0.10412248969078064,0.04216983232858513,0.001105600026103594,0.0018509811495244274,0.09891478717327118
teacher_2,val,all,far,1.2952232464265883,200000,42820,0.97086,0.9583947734621043,0.9053738608710883,0.5980149462867819,0.897927071228398,0.8435722391989725,0.6174684726763194,0.8334515871088277,0.006963553896620874,0.10412248969078064,0.04216983232858513,0.001105600026103594,0.0018509811495244274,0.09891478717327118
teacher_2,val,ge5,all,1.2952232464265883,191366,52270,0.9762444739399894,0.9657620323953592,0.91263084633576,0.5340730820738473,0.9063988476864191,0.850140168293067,0.5482494738855941,0.8411715091164748,0.005882629124579546,0.08401425182819366,0.034739518055810104,0.0007964546102068601,0.0010964296992633368,0.07942058145999908
teacher_2,val,ge5,near,1.2952232464265883,191366,10483,0.9762444739399894,0.9657620323953592,0.8947243947822958,0.5344844033196604,0.888540145385258,0.8286781652201809,0.5358198988839072,0.8196801010767126,0.005882629124579546,0.08401425182819366,0.034739518055810104,0.0007964546102068601,0.0010964296992633368,0.07942058145999908
teacher_2,val,ge5,far,1.2952232464265883,191366,41787,0.9762444739399894,0.9657620323953592,0.9171229929755036,0.5339698949434034,0.9108790155908647,0.8555242872346773,0.5513676502261469,0.8465630048084563,0.005882629124579546,0.08401425182819366,0.034739518055810104,0.0007964546102068601,0.0010964296992633368,0.07942058145999908
teacher_3,val,all,all,1.2918790117432906,200000,53779,0.97087,0.9584062929178994,0.8795594205451943,0.6057011100987374,0.8725251603785864,0.7977921709682219,0.6260808122129455,0.788187856133435,0.006951180295571658,0.10457327216863632,0.042354594689288955,0.0011142215046993976,0.0017565320152789366,0.09932351857423782
teacher_3,val,all,near,1.2918790117432906,200000,10959,0.97087,0.9584062929178994,0.8579418637649421,0.600875992335067,0.8513016155671136,0.7925315252304042,0.624692033944703,0.7830126617392098,0.006951180295571658,0.10457327216863632,0.042354594689288955,0.0011142215046993976,0.0017565320152789366,0.09932351857423782
teacher_3,val,all,far,1.2918790117432906,200000,42820,0.97087,0.9584062929178994,0.885092040927137,0.6069360112097151,0.8779569405651566,0.7991385375408687,0.626436244745446,0.7895123529892574,0.006951180295571658,0.10457327216863632,0.042354594689288955,0.0011142215046993976,0.0017565320152789366,0.09932351857423782
teacher_3,val,ge5,all,1.2918790117432906,191366,52270,0.9762862786492899,0.9661115605996295,0.890618821687401,0.5493017026975321,0.8848683100970722,0.8075904383092406,0.5666539123780371,0.7991139789983243,0.005857283624681747,0.0838763490319252,0.03465516829176933,0.0007973887630021796,0.0011170987444441593,0.07934704422950745
teacher_3,val,ge5,near,1.2918790117432906,191366,10483,0.9762862786492899,0.9661115605996295,0.8663569634618815,0.5490794619860727,0.8611414698111283,0.8004139887502083,0.568062577506439,0.7919618655272366,0.005857283624681747,0.0838763490319252,0.03465516829176933,0.0007973887630021796,0.0011170987444441593,0.07934704422950745
teacher_3,val,ge5,far,1.2918790117432906,191366,41787,0.9762862786492899,0.9661115605996295,0.8967053332766063,0.5493574556680307,0.8908206030761701,0.8093907762307792,0.5663005240864384,0.8009082117864499,0.005857283624681747,0.0838763490319252,0.03465516829176933,0.0007973887630021796,0.0011170987444441593,0.07934704422950745
teacher_4,val,all,all,1.2965102575076488,200000,53779,0.97056,0.9584688539008243,0.8921690613901336,0.5740158798043846,0.8844173442235816,0.8080562051172392,0.6181595046393573,0.798189774633221,0.007592096417546247,0.10420850664377213,0.04243264471879989,0.0011321200084428707,0.001499834051206727,0.0987263023853302
teacher_4,val,all,near,1.2965102575076488,200000,10959,0.97056,0.9584688539008243,0.8769461337713295,0.5735924810657906,0.869392730632357,0.8368511536180309,0.5966785290628707,0.8264860416096359,0.007592096417546247,0.10420850664377213,0.04243264471879989,0.0011321200084428707,0.001499834051206727,0.0987263023853302
teacher_4,val,all,far,1.2965102575076488,200000,42820,0.97056,0.9584688539008243,0.896065092772069,0.5741242410088744,0.8882626207379728,0.8006866618986456,0.6236571695469407,0.7909478598785614,0.007592096417546247,0.10420850664377213,0.04243264471879989,0.0011321200084428707,0.001499834051206727,0.0987263023853302
teacher_4,val,ge5,all,1.2965102575076488,191366,52270,0.9759675177408735,0.9662566625403883,0.9029885231037031,0.517696575473503,0.8965607511792002,0.8186289958435445,0.5694471015879089,0.8099648468742264,0.006428893095867023,0.08392461389303207,0.034964196063593946,0.0008208413385842342,0.0008456041469364857,0.07914431393146515
teacher_4,val,ge5,near,1.2965102575076488,191366,10483,0.9759675177408735,0.9662566625403883,0.8853195170909245,0.5299055613850997,0.8792457238671001,0.8463480974877885,0.5357245063436039,0.8371797017351633,0.006428893095867023,0.08392461389303207,0.034964196063593946,0.0008208413385842342,0.0008456041469364857,0.07914431393146515
teacher_4,val,ge5,far,1.2965102575076488,191366,41787,0.9759675177408735,0.9662566625403883,0.907421102375533,0.5146337377653337,0.9009045287012223,0.8116751742594008,0.5779070045707996,0.8031375244173091,0.006428893095867023,0.08392461389303207,0.034964196063593946,0.0008208413385842342,0.0008456041469364857,0.07914431393146515
student_direct,val,all,all,1.0198063426614972,200000,53779,0.9333,0.9021585865773141,0.8507585592889416,0.7271053757042711,0.8291274609977872,0.8192105618828911,0.7647594786068912,0.7932200783763179,0.005411524078845953,0.23890982568264008,0.09444186173259957,0.005050962286158279,0.006365176764652095,0.23884929716587067
student_direct,val,all,near,1.0198063426614972,200000,10959,0.9333,0.9021585865773141,0.8384443781366915,0.6868327402135231,0.8148505579888676,0.7348023768135779,0.7315448489825714,0.7112976617392097,0.005411524078845953,0.23890982568264008,0.09444186173259957,0.005050962286158279,0.006365176764652095,0.23884929716587067
student_direct,val,all,far,1.0198063426614972,200000,42820,0.9333,0.9021585865773141,0.8539101499299394,0.7374124241008875,0.8327813745913124,0.840813301261093,0.7732601588042971,0.8141866305464736,0.005411524078845953,0.23890982568264008,0.09444186173259957,0.005050962286158279,0.006365176764652095,0.23884929716587067
student_direct,val,ge5,all,1.0198063426614972,191366,52270,0.9431455953513164,0.9137975638894574,0.8632099731240386,0.6878132772144634,0.8442719500431883,0.8362953038417477,0.7065046872010714,0.8125072574149028,0.004819633639477482,0.19962698221206665,0.08098793215590346,0.003863638362078205,0.005764367688839413,0.19961386919021606
student_direct,val,ge5,near,1.0198063426614972,191366,10483,0.9431455953513164,0.9137975638894574,0.847762726349927,0.6443766097491176,0.8271382119569326,0.746778284017556,0.6867308976438042,0.7253445428801741,0.004819633639477482,0.19962698221206665,0.08098793215590346,0.003863638362078205,0.005764367688839413,0.19961386919021606
student_direct,val,ge5,far,1.0198063426614972,191366,41787,0.9431455953513164,0.9137975638894574,0.8670851852218925,0.6987101251585421,0.8485702479913113,0.858752214335849,0.7114652882475411,0.8343735492393354,0.004819633639477482,0.19962698221206665,0.08098793215590346,0.003863638362078205,0.005764367688839413,0.19961386919021606
teacherA_ensemble,val,all,all,1.065888886650108,200000,53779,0.97368,0.9638540619028597,0.9158339464753901,0.5021476784618532,0.908117000688001,0.837440381050224,0.6012012123691404,0.8284957951988694,0.0014406953948736035,0.08640236407518387,0.03725492530648836,0.0008575740635622637,0.0023125774230063237,0.08614907413721085
teacherA_ensemble,val,all,near,1.065888886650108,200000,10959,0.97368,0.9638540619028597,0.8893272472397117,0.5146454968519025,0.8819479797426772,0.8279235794780546,0.5866411168902272,0.8188091080390547,0.0014406953948736035,0.08640236407518387,0.03725492530648836,0.0008575740635622637,0.0023125774230063237,0.08614907413721085
teacherA_ensemble,val,all,far,1.065888886650108,200000,42820,0.97368,0.9638540619028597,0.9226178539234002,0.49894908921064923,0.9148144855207847,0.8398760332788416,0.6049276039234003,0.8309749265530125,0.0014406953948736035,0.08640236407518387,0.03725492530648836,0.0008575740635622637,0.0023125774230063237,0.08614907413721085
teacherA_ensemble,val,ge5,all,1.065888886650108,191366,52270,0.9790035847538225,0.9715278430581625,0.9253723988717678,0.45169313181557297,0.9191431085909455,0.8492320345136544,0.5338243734455711,0.8413929320141357,0.0013521840418821555,0.0677017793059349,0.030004337820762218,0.0005895902141920957,0.0023652515390427675,0.06761553138494492
teacherA_ensemble,val,ge5,near,1.065888886650108,191366,10483,0.9790035847538225,0.9715278430581625,0.8972682732048693,0.47667652389583137,0.8913606243399143,0.8371222798284952,0.5129256892111037,0.8290968630816681,0.0013521840418821555,0.0677017793059349,0.030004337820762218,0.0005895902141920957,0.0023652515390427675,0.06761553138494492
teacherA_ensemble,val,ge5,far,1.065888886650108,191366,41787,0.9790035847538225,0.9715278430581625,0.9324228104678647,0.4454256108359059,0.9261128308108599,0.8522699783326537,0.5390671740014837,0.8444776160215797,0.0013521840418821555,0.0677017793059349,0.030004337820762218,0.0005895902141920957,0.0023652515390427675,0.06761553138494492
