[14:00:53] Run directory: C:\Users\Mahmoud\OneDrive\Desktop\Knowledge Distillation\results\track_a\20260916-140053_S_train11-14; device cuda; start week 11
[14:40:01] Loading cached arrays from C:\datasets\cache\tls-year22_S_121012501890
[14:40:03] Evaluation sets: val (253,779)
[14:40:04] Loaded teacherA_0 from results\pilot\20260916-122627_S_train11-14\models\teacher_0.pt
[14:40:04] Loaded teacherA_1 from results\pilot\20260916-122627_S_train11-14\models\teacher_1.pt
[14:40:04] Loaded teacherA_2 from results\pilot\20260916-122627_S_train11-14\models\teacher_2.pt
[14:40:05] Loaded teacherA_3 from results\pilot\20260916-122627_S_train11-14\models\teacher_3.pt
[14:40:05] Loaded teacherA_4 from results\pilot\20260916-122627_S_train11-14\models\teacher_4.pt
[15:55:22] student_ls_s2 epoch 1/10: train_loss=2.146, seconds=17.3, val_loss=0.677, val_macro_f1=0.7656
[15:55:38] student_ls_s2 epoch 2/10: train_loss=1.289, seconds=15.1, val_loss=0.5468, val_macro_f1=0.8286
[15:55:53] student_ls_s2 epoch 3/10: train_loss=1.209, seconds=14.6, val_loss=0.4925, val_macro_f1=0.8469
[15:56:07] student_ls_s2 epoch 4/10: train_loss=1.17, seconds=14.1, val_loss=0.4473, val_macro_f1=0.8639
[15:56:22] student_ls_s2 epoch 5/10: train_loss=1.145, seconds=14.7, val_loss=0.4186, val_macro_f1=0.8738
[15:56:38] student_ls_s2 epoch 6/10: train_loss=1.124, seconds=15.4, val_loss=0.4113, val_macro_f1=0.8778
[15:56:52] student_ls_s2 epoch 7/10: train_loss=1.109, seconds=13.6, val_loss=0.4017, val_macro_f1=0.8829
[15:57:07] student_ls_s2 epoch 8/10: train_loss=1.097, seconds=14.8, val_loss=0.3945, val_macro_f1=0.8864
[15:57:23] student_ls_s2 epoch 9/10: train_loss=1.088, seconds=14.8, val_loss=0.3901, val_macro_f1=0.8865
[15:57:38] student_ls_s2 epoch 10/10: train_loss=1.084, seconds=14.9, val_loss=0.3892, val_macro_f1=0.8864
[15:57:44] Training student_kdA_s2 (student, 101,190 parameters, seed 1020)
[15:58:01] student_kdA_s2 epoch 1/10: train_loss=14.58, seconds=15.7, val_loss=0.7913, val_macro_f1=0.7464
[15:58:17] student_kdA_s2 epoch 2/10: train_loss=3.927, seconds=16.3, val_loss=0.5634, val_macro_f1=0.8148
[15:58:33] student_kdA_s2 epoch 3/10: train_loss=3.078, seconds=14.8, val_loss=0.4824, val_macro_f1=0.8449
[15:58:47] student_kdA_s2 epoch 4/10: train_loss=2.716, seconds=14.3, val_loss=0.4341, val_macro_f1=0.8584
[15:59:02] student_kdA_s2 epoch 5/10: train_loss=2.493, seconds=14.2, val_loss=0.4161, val_macro_f1=0.8646
[15:59:17] student_kdA_s2 epoch 6/10: train_loss=2.334, seconds=14.5, val_loss=0.4001, val_macro_f1=0.8707
[15:59:31] student_kdA_s2 epoch 7/10: train_loss=2.218, seconds=13.7, val_loss=0.3796, val_macro_f1=0.876
[15:59:45] student_kdA_s2 epoch 8/10: train_loss=2.133, seconds=13.6, val_loss=0.3692, val_macro_f1=0.8767
[15:59:59] student_kdA_s2 epoch 9/10: train_loss=2.075, seconds=13.5, val_loss=0.3658, val_macro_f1=0.878
[16:00:13] student_kdA_s2 epoch 10/10: train_loss=2.048, seconds=14.1, val_loss=0.3647, val_macro_f1=0.8782
[16:00:20] Training student_kdB_s2 (student, 101,190 parameters, seed 1020)
[16:00:36] student_kdB_s2 epoch 1/10: train_loss=17.8, seconds=15.7, val_loss=0.9094, val_macro_f1=0.7486
[16:00:52] student_kdB_s2 epoch 2/10: train_loss=4.998, seconds=15.7, val_loss=0.6386, val_macro_f1=0.8187
[16:01:08] student_kdB_s2 epoch 3/10: train_loss=3.933, seconds=15.7, val_loss=0.5505, val_macro_f1=0.845
[16:01:25] student_kdB_s2 epoch 4/10: train_loss=3.471, seconds=15.9, val_loss=0.4952, val_macro_f1=0.8591
[16:01:41] student_kdB_s2 epoch 5/10: train_loss=3.188, seconds=15.7, val_loss=0.4647, val_macro_f1=0.8689
[16:01:56] student_kdB_s2 epoch 6/10: train_loss=2.983, seconds=14.5, val_loss=0.4454, val_macro_f1=0.8738
[16:02:09] student_kdB_s2 epoch 7/10: train_loss=2.83, seconds=13.3, val_loss=0.4222, val_macro_f1=0.8781
[16:02:23] student_kdB_s2 epoch 8/10: train_loss=2.717, seconds=13.3, val_loss=0.4108, val_macro_f1=0.8814
[16:02:37] student_kdB_s2 epoch 9/10: train_loss=2.64, seconds=13.4, val_loss=0.4086, val_macro_f1=0.8823
[16:02:52] student_kdB_s2 epoch 10/10: train_loss=2.604, seconds=14.5, val_loss=0.4067, val_macro_f1=0.8825
[16:02:58] Training student_enddA_s2 (student, 101,190 parameters, seed 1020)
[16:03:14] student_enddA_s2 epoch 1/10: train_loss=1.46e+04, seconds=14.7, val_loss=0.5798, val_macro_f1=0.7712
[16:03:29] student_enddA_s2 epoch 2/10: train_loss=3397, seconds=15, val_loss=0.4398, val_macro_f1=0.8353
[16:03:44] student_enddA_s2 epoch 3/10: train_loss=2564, seconds=14.6, val_loss=0.386, val_macro_f1=0.8553
