student,teacher,split,n_known,n_unknown,spearman_energy,spearman_energy_unknown,spearman_msp,spearman_msp_unknown,top1_agreement_known,error_jaccard_known,start,condition,seed,weeks_since
student_direct_s0,A,val,200000,37194,0.43150282792971195,0.6241370931737946,0.7333110599822895,0.3573162196702179,0.96507,0.38809475188891157,24,direct,0,1.0
student_direct_s0,B,val,200000,37194,0.4019041256650077,0.5207117081278105,0.645252261945575,0.32820452120223476,0.96308,0.3730325814536341,24,direct,0,1.0
student_directTS_s0,A,val,200000,37194,0.4302468889264797,0.624617105716762,0.7334058415166609,0.3642573283772377,0.96507,0.38809475188891157,24,directTS,0,1.0
student_directTS_s0,B,val,200000,37194,0.4005412282510969,0.5213983299363589,0.645111669793835,0.33278872577136015,0.96308,0.3730325814536341,24,directTS,0,1.0
student_direct_s0,A,test_w29-32,100000,100000,0.7413810908241015,0.6659658921507737,0.817655130839198,0.48186066078229517,0.95105,0.43819109724978733,24,direct,0,3.5
student_direct_s0,B,test_w29-32,100000,100000,0.7049260672834835,0.5714454158598734,0.7815634153628294,0.4411550893607214,0.94719,0.4200825309491059,24,direct,0,3.5
student_directTS_s0,A,test_w29-32,100000,100000,0.7402193161596172,0.6648335902176701,0.8196398231237101,0.4897529158903968,0.95105,0.43819109724978733,24,directTS,0,3.5
student_directTS_s0,B,test_w29-32,100000,100000,0.7037040261894858,0.5707089466723185,0.7833066522705171,0.4482891112206517,0.94719,0.4200825309491059,24,directTS,0,3.5
student_direct_s0,A,test_w33-36,100000,100000,0.7298642018463767,0.6393675553213647,0.8100251686842167,0.46996268836152966,0.932,0.46422845691382764,24,direct,0,7.5
student_direct_s0,B,test_w33-36,100000,100000,0.6991644839815725,0.5660139812691688,0.7736304360896343,0.4222842820641529,0.92765,0.44748993024855094,24,direct,0,7.5
student_directTS_s0,A,test_w33-36,100000,100000,0.728441339312428,0.6382784601503648,0.8120130817793747,0.4767327717566405,0.932,0.46422845691382764,24,directTS,0,7.5
student_directTS_s0,B,test_w33-36,100000,100000,0.697738516246106,0.5654327315995581,0.7753274818212365,0.42806690349142457,0.92765,0.44748993024855094,24,directTS,0,7.5
student_direct_s0,A,test_w37-40,100000,100000,0.7533306679759543,0.6381580522746805,0.8102245861076194,0.4610310649501333,0.91455,0.4724605147117774,24,direct,0,11.5
student_direct_s0,B,test_w37-40,100000,100000,0.7192849980515768,0.5588235165941663,0.7723355465516162,0.39565837328196635,0.90808,0.4548015966189246,24,direct,0,11.5
student_directTS_s0,A,test_w37-40,100000,100000,0.7519604297172486,0.6374687879731001,0.8124517866081515,0.467950104659648,0.91455,0.4724605147117774,24,directTS,0,11.5
student_directTS_s0,B,test_w37-40,100000,100000,0.7178139849851888,0.558352458676163,0.7741729508677515,0.4015962514292026,0.90808,0.4548015966189246,24,directTS,0,11.5
student_direct_s0,A,test_w41-44,100000,100000,0.7548872561971721,0.6638093260119144,0.8138304110876721,0.4982267245052374,0.9145,0.5274209676178756,24,direct,0,15.5
student_direct_s0,B,test_w41-44,100000,100000,0.7200523388361909,0.584646815899236,0.7757061897898454,0.43005652994600246,0.9086,0.513885752991646,24,direct,0,15.5
student_directTS_s0,A,test_w41-44,100000,100000,0.7534455878184911,0.6626741216872379,0.8159999036833909,0.5048234462170452,0.9145,0.5274209676178756,24,directTS,0,15.5
student_directTS_s0,B,test_w41-44,100000,100000,0.7185375107641534,0.5838569284072893,0.7775281397943035,0.4356534864018043,0.9086,0.513885752991646,24,directTS,0,15.5
student_direct_s0,A,test_w45-48,100000,100000,0.7589916606501822,0.6677676323391354,0.7968266488951529,0.49415193406567687,0.88536,0.5354815780120838,24,direct,0,19.5
student_direct_s0,B,test_w45-48,100000,100000,0.7239804123539451,0.5976576251088037,0.7565192760993811,0.41822120826450576,0.87587,0.5200115340253748,24,direct,0,19.5
student_directTS_s0,A,test_w45-48,100000,100000,0.7576680120967931,0.6664429944499193,0.7991996530265851,0.5009574663421755,0.88536,0.5354815780120838,24,directTS,0,19.5
student_directTS_s0,B,test_w45-48,100000,100000,0.7226095703683525,0.5966963942835446,0.7588364131479892,0.42527202894735705,0.87587,0.5200115340253748,24,directTS,0,19.5
student_direct_s0,A,test_w49-51,100000,100000,0.7621430129618291,0.6599562606127298,0.790444900530401,0.481169180725452,0.87034,0.5803183791606368,24,direct,0,23.0
