system,backend,parameters,weights_mb,latency_ms_p50,latency_ms_p99,flows_per_s_1thread,flows_per_s_all_threads,peak_rss_mb
student,torch,101190.0,0.407224,0.407300001825206,0.530041001184145,12646.190705530478,44909.81853854985,2166.919168
student,onnx,101190.0,0.407224,0.0718000010238029,0.11390400144591695,23857.201600993663,,2239.737856
teacherA_member,torch,2261878.0,9.073208,3.111099998932332,3.8486280004508444,968.5947345719255,4576.083306193256,2321.932288
teacherA_ensemble,torch,11309390.0,45.36604,16.115699998408672,17.441815998790844,197.08873758737298,932.0660814822695,2447.91296
teacherB_wide,torch,10321003.0,41.344916,10.119599999597995,10.960019999620272,266.6703021330292,1413.7961932685482,2583.8592
xgboost_flowstats,xgboost,,73.203279,14.433899999858113,16.428641997335944,3777.5913575896834,26064.369319597175,3786.17856
