model,split,flows,unknown,temperature,n_known,n_unknown,accuracy,macro_f1,auroc_maha,fpr95_maha,oscr_maha,auroc_knnfeat,fpr95_knnfeat,oscr_knnfeat,ece,nll,brier,aurc,start,weeks_since
student_kdF_s0,val,all,all,,200000,53779,0.94095,0.9119531519668765,0.7499609558098885,0.873761133527957,0.711280938749326,0.8337748292549136,0.7266776994737723,0.7927695537291508,0.0025366155257821057,0.2135503739118576,0.08468000635503672,0.0041364254694369615,11,1.0
student_kdF_s0,val,all,near,,200000,10959,0.94095,0.9119531519668765,0.6327316627885756,0.956839127657633,0.603060001824984,0.6912527043982115,0.9260881467287161,0.6626006528880372,0.0025366155257821057,0.2135503739118576,0.08468000635503672,0.0041364254694369615,11,1.0
student_kdF_s0,val,all,far,,200000,42820,0.94095,0.9119531519668765,0.7799636606725828,0.8524988323213452,0.7389781187529192,0.8702507742877159,0.6756422232601588,0.8260839158103689,0.0025366155257821057,0.2135503739118576,0.08468000635503672,0.0041364254694369615,11,1.0
student_kdF_s0,val,ge5,all,,191366,52270,0.9497977697187588,0.922507225370766,0.7532111293817543,0.8761239716854793,0.7217752810885332,0.8395362325752336,0.7290415152094892,0.8062095507121244,0.0021227832452639815,0.17859596014022827,0.07238878872369975,0.0031539206336078755,11,1.0
student_kdF_s0,val,ge5,near,,191366,10483,0.9497977697187588,0.922507225370766,0.6386145276495198,0.9573595344844034,0.6149578461188889,0.700550119646739,0.9266431365067251,0.6781861614171487,0.0021227832452639815,0.17859596014022827,0.07238878872369975,0.0031539206336078755,11,1.0
student_kdF_s0,val,ge5,far,,191366,41787,0.9497977697187588,0.922507225370766,0.781959691756632,0.8557446095675688,0.7485723033870177,0.8744033305202742,0.6794696915308589,0.8383264576444056,0.0021227832452639815,0.17859596014022827,0.07238878872369975,0.0031539206336078755,11,1.0
student_kdF_s0,test_w16-19,all,all,,100000,100000,0.93203,0.9038802900458833,0.68388715065,0.91314,0.6451176537000001,0.7668692163499999,0.7884,0.7253141027,0.003345215056538564,0.2730690836906433,0.0976845121409272,0.005751728924426469,11,3.5
student_kdF_s0,test_w16-19,all,near,,100000,11980,0.93203,0.9038802900458833,0.7503160471619366,0.8486644407345576,0.7058812721202004,0.8529132487479132,0.660016694490818,0.8027439924874791,0.003345215056538564,0.2730690836906433,0.0976845121409272,0.005751728924426469,11,3.5
student_kdF_s0,test_w16-19,all,far,,100000,88020,0.93203,0.9038802900458833,0.6748458170870257,0.9219154737559645,0.6368473952510794,0.755158156271302,0.805873665076119,0.7147754742104067,0.003345215056538564,0.2730690836906433,0.0976845121409272,0.005751728924426469,11,3.5
student_kdF_s0,test_w16-19,ge5,all,,96085,89545,0.9401779674246761,0.9122025041231581,0.701500664000244,0.907085822770674,0.6681577310241955,0.7930163493023928,0.7705622871182087,0.7567493487635433,0.002456117950648572,0.24171900749206543,0.08684746101342498,0.004716358472912847,11,3.5
student_kdF_s0,test_w16-19,ge5,near,,96085,11402,0.9401779674246761,0.9122025041231581,0.7585228979044594,0.8460796351517278,0.7206888712567279,0.8677989413407196,0.650412208384494,0.8242619058870078,0.002456117950648572,0.24171900749206543,0.08684746101342498,0.004716358472912847,11,3.5
student_kdF_s0,test_w16-19,ge5,far,,96085,78143,0.9401779674246761,0.9122025041231581,0.6931804368400908,0.9159873565130594,0.6604928082424834,0.7821046730880039,0.788093623229208,0.746898457751914,0.002456117950648572,0.24171900749206543,0.08684746101342498,0.004716358472912847,11,3.5
student_kdF_s0,test_w20-23,all,all,,100000,100000,0.91884,0.8798038059331917,0.6852186916499999,0.91261,0.6394186210999999,0.76437813405,0.78632,0.7145206925000002,0.010419592113643864,0.3230418860912323,0.11744621606182626,0.008349188351893662,11,7.5
student_kdF_s0,test_w20-23,all,near,,100000,13417,0.91884,0.8798038059331917,0.759136463441902,0.8487739435045092,0.7058759007229634,0.859763270477752,0.6561079227845271,0.7992828665126332,0.010419592113643864,0.3230418860912323,0.11744621606182626,0.008349188351893662,11,7.5
student_kdF_s0,test_w20-23,all,far,,100000,86583,0.91884,0.8798038059331917,0.6737643097952254,0.9225021078040724,0.6291203255835441,0.749597144993821,0.8064978113486481,0.7013858497626556,0.010419592113643864,0.3230418860912323,0.11744621606182626,0.008349188351893662,11,7.5
student_kdF_s0,test_w20-23,ge5,all,,95941,89776,0.9263818388384528,0.8865829295139247,0.7040571920402219,0.9063335412582427,0.6628791330396648,0.7919629472088133,0.7696711816075565,0.7465332061582262,0.010569672713675779,0.2963152527809143,0.10730146839649202,0.007088642022692461,11,7.5
student_kdF_s0,test_w20-23,ge5,near,,95941,12762,0.9263818388384528,0.8865829295139247,0.7674934116781186,0.8461056260774173,0.7202052172138175,0.8740091643260204,0.6477041216110327,0.8195139448663502,0.010569672713675779,0.2963152527809143,0.10730146839649202,0.007088642022692461,11,7.5
student_kdF_s0,test_w20-23,ge5,far,,95941,77014,0.9263818388384528,0.8865829295139247,0.6935451677976316,0.916313916950165,0.6533796201429116,0.7783670578529847,0.789882359051601,0.7344395584137502,0.010569672713675779,0.2963152527809143,0.10730146839649202,0.007088642022692461,11,7.5
student_kdF_s0,test_w24-27,all,all,,100000,100000,0.90714,0.8397800866570074,0.6866749038000001,0.91005,0.6354510942,0.7596786853999999,0.80434,0.7049195947000001,0.015010129129439581,0.40431585907936096,0.13550687851964718,0.010814166923565637,11,11.5
student_kdF_s0,test_w24-27,all,near,,100000,12494,0.90714,0.8397800866570074,0.7459614170801986,0.8544901552745318,0.6879882879782295,0.8494617324315672,0.6936129342084201,0.7836447390747558,0.015010129129439581,0.40431585907936096,0.13550687851964718,0.010814166923565637,11,11.5
student_kdF_s0,test_w24-27,all,far,,100000,87506,0.90714,0.8397800866570074,0.678210047711014,0.9179827668959842,0.6279498977212992,0.7468595714008183,0.8201494754645395,0.6936793145612872,0.015010129129439581,0.40431585907936096,0.13550687851964718,0.010814166923565637,11,11.5
