model,split,flows,unknown,temperature,n_known,n_unknown,accuracy,macro_f1,auroc_maha,fpr95_maha,oscr_maha,auroc_knnfeat,fpr95_knnfeat,oscr_knnfeat,ece,nll,brier,aurc,start,weeks_since
teacherA_0,val,all,all,,200000,54382,0.973895,0.964975240727112,0.7943237712386452,0.8603765951969402,0.7777759882865654,0.8388734122044059,0.8001912397484462,0.8211911664705234,0.0061215185807645366,0.09568238258361816,0.03884413483873209,0.0010244379211508839,37,1.0
teacherA_0,val,all,near,,200000,12295,0.973895,0.964975240727112,0.7370472389182594,0.8681577877185848,0.722510615697438,0.7697274597397316,0.8292801952013014,0.7543310366002439,0.0061215185807645366,0.09568238258361816,0.03884413483873209,0.0010244379211508839,37,1.0
teacherA_0,val,all,far,,200000,42087,0.973895,0.964975240727112,0.81105613431701,0.8581034523724665,0.7939208253142299,0.8590732241547272,0.7916933970109535,0.8407232142942003,0.0061215185807645366,0.09568238258361816,0.03884413483873209,0.0010244379211508839,37,1.0
teacherA_0,val,ge5,all,,190477,52884,0.9763856003611985,0.9679794722174861,0.7969111436614493,0.859882005899705,0.7817535757348456,0.842430361574469,0.8047046365630437,0.8267835036990406,0.0055271653887073325,0.08418101072311401,0.03510927026114311,0.0008567323821499017,37,1.0
teacherA_0,val,ge5,near,,190477,11763,0.9763856003611985,0.9679794722174861,0.739954533336564,0.8657655360027204,0.7265624075191024,0.7764886424761898,0.8309954943466803,0.7627225511478518,0.0055271653887073325,0.08418101072311401,0.03510927026114311,0.0008567323821499017,37,1.0
teacherA_0,val,ge5,far,,190477,41121,0.9763856003611985,0.9679794722174861,0.8132040501387144,0.8581989737603658,0.797541462987631,0.8612935322598381,0.7971839206244984,0.8451086656566689,0.0055271653887073325,0.08418101072311401,0.03510927026114311,0.0008567323821499017,37,1.0
teacherA_0,test_w42-45,all,all,,100000,100000,0.96161,0.9480148798750451,0.8073355815999999,0.82928,0.7846287606,0.8342960997000001,0.74228,0.8102313623000001,0.015566449426114525,0.18588006496429443,0.057772138996089385,0.002555987019437973,37,3.5
teacherA_0,test_w42-45,all,near,,100000,11103,0.96161,0.9480148798750451,0.8232105795730883,0.8153652166081239,0.7995287832117446,0.8782613014500587,0.7105286859407367,0.8519504007925787,0.015566449426114525,0.18588006496429443,0.057772138996089385,0.002555987019437973,37,3.5
teacherA_0,test_w42-45,all,far,,100000,88897,0.96161,0.9480148798750451,0.8053528363724309,0.8310179196148352,0.7827677872144166,0.8288049623721836,0.7462456550839736,0.8050207648177105,0.015566449426114525,0.18588006496429443,0.057772138996089385,0.002555987019437973,37,3.5
teacherA_0,test_w42-45,ge5,all,,95189,93109,0.9653111178812678,0.9508784679443725,0.8081016231759941,0.8246463821972098,0.7874257292330069,0.8399000971933551,0.7364486784306565,0.8186395894954194,0.013958399635273226,0.16421474516391754,0.052042556138314454,0.0022326410481882638,37,3.5
teacherA_0,test_w42-45,ge5,near,,95189,10761,0.9653111178812678,0.9508784679443725,0.8240810402886747,0.8128426726140693,0.8025311137660072,0.8785101341709871,0.7127590372641948,0.8556406860633226,0.013958399635273226,0.16421474516391754,0.052042556138314454,0.0022326410481882638,37,3.5
teacherA_0,test_w42-45,ge5,far,,95189,82348,0.9653111178812678,0.9508784679443725,0.8060134788670912,0.8261888570457084,0.7854518009899455,0.834854648513165,0.7395443726623597,0.8138043925244279,0.013958399635273226,0.16421474516391754,0.052042556138314454,0.0022326410481882638,37,3.5
teacherA_0,test_w46-49,all,all,,100000,100000,0.91555,0.9041283118607416,0.78152007745,0.85673,0.7319732076000001,0.8075757845999998,0.79501,0.7545762952999999,0.05171580977901817,0.5779874324798584,0.13651460089536419,0.008659137948926417,37,7.5
teacherA_0,test_w46-49,all,near,,100000,10044,0.91555,0.9041283118607416,0.8000177732974911,0.8270609318996416,0.7478613779370769,0.8580688953604141,0.7387495021903624,0.7984773337315811,0.05171580977901817,0.5779874324798584,0.13651460089536419,0.008659137948926417,37,7.5
teacherA_0,test_w46-49,all,far,,100000,89956,0.91555,0.9041283118607416,0.77945472486549,0.8600426875361288,0.7301992205078038,0.8019379971875139,0.8012917426297301,0.7496745429987994,0.05171580977901817,0.5779874324798584,0.13651460089536419,0.008659137948926417,37,7.5
teacherA_0,test_w46-49,ge5,all,,94953,93107,0.9230987962465641,0.9092483023051683,0.7838377884859933,0.850838282835877,0.7375237985419842,0.814050972725113,0.7914227716498222,0.7664801623732819,0.04649601245147288,0.47859883308410645,0.12370649264222598,0.007125878881825776,37,7.5
teacherA_0,test_w46-49,ge5,near,,94953,9749,0.9230987962465641,0.9092483023051683,0.8023139681447984,0.8240845214893835,0.7536833099790881,0.8581592721012732,0.7423325469278901,0.805451761760822,0.04649601245147288,0.47859883308410645,0.12370649264222598,0.007125878881825776,37,7.5
teacherA_0,test_w46-49,ge5,far,,94953,83358,0.9230987962465641,0.9092483023051683,0.7816769367921704,0.8539672257011924,0.7356338890311954,0.8088923579476689,0.7971640394443245,0.7619223020307939,0.04649601245147288,0.47859883308410645,0.12370649264222598,0.007125878881825776,37,7.5
teacherA_0,test_w51-51,all,all,,100000,43579,0.88263,0.8509007483972238,0.7777922623281855,0.8711076435898024,0.7192240182197847,0.7995510537185342,0.8285412698776934,0.7366081041327245,0.06902143625453114,0.7876647114753723,0.18478893562974671,0.01373382398156839,37,11.0
teacherA_0,test_w51-51,all,near,,100000,6654,0.88263,0.8509007483972238,0.8072839667868952,0.8297264803125939,0.7427778990081154,0.8612123226630598,0.7508265704839194,0.7866324045686804,0.06902143625453114,0.7876647114753723,0.18478893562974671,0.01373382398156839,37,11.0
teacherA_0,test_w51-51,all,far,,100000,36925,0.88263,0.8509007483972238,0.7724777653351388,0.8785646580907245,0.7149795355450238,0.788439501015572,0.8425457007447529,0.7275935693974274,0.06902143625453114,0.7876647114753723,0.18478893562974671,0.01373382398156839,37,11.0
teacherA_0,test_w51-51,ge5,all,,93905,40935,0.8893349661892338,0.8556394515943369,0.7788467148426405,0.8665933797483816,0.7233066355657397,0.8043224552344211,0.8302430682789789,0.746275957628967,0.06433915155306263,0.6944056153297424,0.17357127743385498,0.01218795617578262,37,11.0
