model,split,flows,unknown,temperature,n_known,n_unknown,accuracy,macro_f1,auroc_msp,fpr95_msp,oscr_msp,auroc_energy,fpr95_energy,oscr_energy,ece,nll,brier,aurc,ece_ts,nll_ts,rho,seed,setting
student_both_direct,val,all,near,1.3955041315676617,200000,10959,0.872175,0.8180660153868297,0.7871225198467013,0.8098366639291906,0.7369589894150925,0.6934927924536911,0.8123916415731363,0.643482495665663,0.04390806221678853,0.4617839753627777,0.18772617767567495,0.020210361361924188,0.004071411253958946,0.42605364322662354,0.9,0,both
student_both_direct,val,all,far,1.3955041315676617,200000,42820,0.872175,0.8180660153868297,0.8267796164175618,0.7801961700140121,0.7705842299159272,0.8112948296356841,0.7932741709481551,0.748790732601588,0.04390806221678853,0.4617839753627777,0.18772617767567495,0.020210361361924188,0.004071411253958946,0.42605364322662354,0.9,0,both
student_both_direct,val,ge5,all,1.3955041315676617,191366,52270,0.8878379649467513,0.8339085850200777,0.8313616653786912,0.7618519227090109,0.7823159819349672,0.8030795724629102,0.760283145207576,0.7477439774110928,0.037117222397072734,0.3972565233707428,0.1655432179475695,0.01652300482318917,0.0036006033948970404,0.36907997727394104,0.9,0,both
student_both_direct,val,ge5,near,1.3955041315676617,191366,10483,0.8878379649467513,0.8339085850200777,0.7993060742269531,0.7881331679862634,0.7544771662756562,0.7060257723919272,0.7746828198034914,0.6597403962246798,0.037117222397072734,0.3972565233707428,0.1655432179475695,0.01652300482318917,0.0036006033948970404,0.36907997727394104,0.9,0,both
student_both_direct,val,ge5,far,1.3955041315676617,191366,41787,0.8878379649467513,0.8339085850200777,0.839403371221266,0.7552588125493575,0.789299835874148,0.8274272161354426,0.7566707349175581,0.7698212153457895,0.037117222397072734,0.3972565233707428,0.1655432179475695,0.01652300482318917,0.0036006033948970404,0.36907997727394104,0.9,0,both
student_both_kd,val,all,all,1.924284103378306,200000,53779,0.85881,0.8029612845024506,0.7887494270068243,0.812807973372506,0.7298400385838338,0.7890549791740271,0.7756559251752543,0.7199826817159114,0.0838992716144025,0.6429796814918518,0.22250870144300136,0.025298222283092156,0.011789768130518482,0.4758045971393585,0.9,0,both
student_both_kd,val,all,near,1.924284103378306,200000,10959,0.85881,0.8029612845024506,0.7722494030020988,0.8198740761018342,0.7154953330595858,0.7465229363993066,0.8109316543480245,0.6850857801806735,0.0838992716144025,0.6429796814918518,0.22250870144300136,0.025298222283092156,0.011789768130518482,0.4758045971393585,0.9,0,both
student_both_kd,val,all,far,1.924284103378306,200000,42820,0.85881,0.8029612845024506,0.7929723079752452,0.8109995329285381,0.7335113049976647,0.7999402817608594,0.7666277440448389,0.7289139088042971,0.0838992716144025,0.6429796814918518,0.22250870144300136,0.025298222283092156,0.011789768130518482,0.4758045971393585,0.9,0,both
student_both_kd,val,ge5,all,1.924284103378306,191366,52270,0.8764670840170146,0.8193400249081106,0.8009111904538597,0.7926343983164339,0.748932777037712,0.8030934001283064,0.7331356418595752,0.739454679101359,0.07262425194865996,0.552400529384613,0.195077493213275,0.020656880222483142,0.007323757354246588,0.412245512008667,0.9,0,both
student_both_kd,val,ge5,near,1.924284103378306,191366,10483,0.8764670840170146,0.8193400249081106,0.7830045610251846,0.8043498998378327,0.7330232710053717,0.7587665421023844,0.7790708766574453,0.7020714643210748,0.07262425194865996,0.552400529384613,0.195077493213275,0.020656880222483142,0.007323757354246588,0.412245512008667,0.9,0,both
student_both_kd,val,ge5,far,1.924284103378306,191366,41787,0.8764670840170146,0.8193400249081106,0.8054033817167121,0.789695359800895,0.7529239549575684,0.8142135679481008,0.7216119845885084,0.7488329125362003,0.07262425194865996,0.552400529384613,0.195077493213275,0.020656880222483142,0.007323757354246588,0.412245512008667,0.9,0,both
