student,teacher,split,n_known,n_unknown,spearman_energy,spearman_energy_unknown,spearman_msp,spearman_msp_unknown,top1_agreement_known,error_jaccard_known,start,condition,seed,weeks_since
student_direct_s0,A,val,200000,53779,0.5078989213407812,0.7257598821521136,0.7639506931295109,0.5689920434088189,0.951865,0.3607569561382407,11,direct,0,1.0
student_direct_s0,B,val,200000,53779,0.46049374785049013,0.6389153748630154,0.687896616408571,0.4889445376314025,0.94945,0.34153870508152606,11,direct,0,1.0
student_directTS_s0,A,val,200000,53779,0.5070067006823196,0.7247591640294145,0.7639918927793524,0.5740880229920593,0.951865,0.3607569561382407,11,directTS,0,1.0
student_directTS_s0,B,val,200000,53779,0.4594629622655197,0.6376631585237945,0.6876889861407444,0.4923467031947983,0.94945,0.34153870508152606,11,directTS,0,1.0
student_direct_s0,A,test_w16-19,100000,100000,0.762223745147148,0.7223595098361343,0.8180654324340692,0.48768136824212965,0.947,0.38497387374664593,11,direct,0,3.5
student_direct_s0,B,test_w16-19,100000,100000,0.7154314923728896,0.6310874335551481,0.7861203403929617,0.49121870742290147,0.94392,0.3531779072994727,11,direct,0,3.5
student_directTS_s0,A,test_w16-19,100000,100000,0.7612926209745438,0.7214056540682439,0.8194326193137852,0.49302778335302755,0.947,0.38497387374664593,11,directTS,0,3.5
student_directTS_s0,B,test_w16-19,100000,100000,0.7143256759487079,0.6302742447744523,0.7868941165193802,0.49412144799852753,0.94392,0.3531779072994727,11,directTS,0,3.5
student_direct_s0,A,test_w20-23,100000,100000,0.7655495060884218,0.7256305651151472,0.8165780411531574,0.493520846156679,0.93695,0.4085272233376639,11,direct,0,7.5
student_direct_s0,B,test_w20-23,100000,100000,0.7155900796329676,0.6331804936509519,0.7823049335362103,0.4823529383949334,0.93417,0.3744147940074906,11,direct,0,7.5
student_directTS_s0,A,test_w20-23,100000,100000,0.7646525083596954,0.7246676660309752,0.8182079066207757,0.4992238241002465,0.93695,0.4085272233376639,11,directTS,0,7.5
student_directTS_s0,B,test_w20-23,100000,100000,0.7145542004130148,0.6324783579488118,0.7834636744883108,0.4862690132876769,0.93417,0.3744147940074906,11,directTS,0,7.5
student_direct_s0,A,test_w24-27,100000,100000,0.7558654829833601,0.7319430530435697,0.8120421890452185,0.5183325691897431,0.92945,0.4684983896940419,11,direct,0,11.5
student_direct_s0,B,test_w24-27,100000,100000,0.7055372158827063,0.6433643042802155,0.7724560928822009,0.5047972391227384,0.92258,0.4255605812722548,11,direct,0,11.5
student_directTS_s0,A,test_w24-27,100000,100000,0.7549651784160238,0.7312095104540439,0.8137494452992114,0.524310913200135,0.92945,0.4684983896940419,11,directTS,0,11.5
student_directTS_s0,B,test_w24-27,100000,100000,0.7045050431197172,0.6429093306815451,0.7735825204303663,0.5084310351603357,0.92258,0.4255605812722548,11,directTS,0,11.5
student_direct_s0,A,test_w28-31,100000,100000,0.7543392639138586,0.7117813387063638,0.7982223770508153,0.502406150161292,0.91457,0.5203827602302785,11,direct,0,15.5
student_direct_s0,B,test_w28-31,100000,100000,0.6990935235070823,0.6257295605336273,0.751280322418719,0.46206691936327765,0.90396,0.4815664791234824,11,direct,0,15.5
student_directTS_s0,A,test_w28-31,100000,100000,0.7534442695969119,0.7110163985722766,0.8001873590912968,0.5088171273502938,0.91457,0.5203827602302785,11,directTS,0,15.5
student_directTS_s0,B,test_w28-31,100000,100000,0.6981072133190466,0.6254749385163729,0.7525150557192105,0.4656921818115771,0.90396,0.4815664791234824,11,directTS,0,15.5
student_direct_s0,A,test_w32-35,100000,100000,0.7455778668667875,0.6952941043556652,0.7796114887102309,0.4753890797882687,0.89139,0.5558145240431795,11,direct,0,19.5
