model,split,flows,unknown,temperature,n_known,n_unknown,accuracy,macro_f1,auroc_msp,fpr95_msp,oscr_msp,auroc_energy,fpr95_energy,oscr_energy,ece,nll,brier,aurc
xgboost_flowstats,val,all,all,,200000,53779,0.88756,0.8541051353750798,0.8167778843042823,0.7969095743691775,0.7763400529016903,0.826092397032299,0.7578422804440395,0.7743160005764331,0.03277102626524868,0.4185138940811157,0.1604797123912434,0.014363360313002747
xgboost_flowstats,val,all,near,,200000,10959,0.88756,0.8541051353750798,0.8361330963135322,0.7882106031572224,0.7924035856373757,0.8463050109499042,0.7600145998722512,0.7900376804452961,0.03277102626524868,0.4185138940811157,0.1604797123912434,0.014363360313002747
xgboost_flowstats,val,all,far,,200000,42820,0.88756,0.8541051353750798,0.8118242699089211,0.7991359177954227,0.7722288839327417,0.8209193462167211,0.7572863148061654,0.7702923226296123,0.03277102626524868,0.4185138940811157,0.1604797123912434,0.014363360313002747
xgboost_flowstats,val,ge5,all,,191366,52270,0.8938787454406739,0.8598811013106772,0.8227888145513883,0.7828964989477711,0.7843409551261578,0.8299893415186639,0.7537784580065047,0.7815128175552091,0.03262016014216662,0.39375320076942444,0.15215808726971702,0.013064314064025856
xgboost_flowstats,val,ge5,near,,191366,10483,0.8938787454406739,0.8598811013106772,0.8410531657172923,0.7754459601259182,0.7996167801618698,0.8501700306256184,0.7538872460173615,0.7972292613915108,0.03262016014216662,0.39375320076942444,0.15215808726971702,0.013064314064025856
xgboost_flowstats,val,ge5,far,,191366,41787,0.8938787454406739,0.8598811013106772,0.8182068825325267,0.7847655969559911,0.7805087471703491,0.8249266626015797,0.7537511666307704,0.7775700726647896,0.03262016014216662,0.39375320076942444,0.15215808726971702,0.013064314064025856
