model,split,flows,unknown,temperature,n_known,n_unknown,accuracy,macro_f1,auroc_maha,fpr95_maha,oscr_maha,auroc_knnfeat,fpr95_knnfeat,oscr_knnfeat,ece,nll,brier,aurc,start,weeks_since
teacherA_0,test_w37-40,all,far,,100000,87816,0.91384,0.8720371625895136,0.7579345592488841,0.8854650633142024,0.7149559884303545,0.7827007791860254,0.8154322674683429,0.7353313372278399,0.04688618366956715,0.4703204929828644,0.13582443684186352,0.010450605498346515,24,11.5
teacherA_0,test_w37-40,ge5,all,,95295,92226,0.9197544467180859,0.8772273064091729,0.7704738628756496,0.8716847743586408,0.7296978984209235,0.8029450240885924,0.7994925509075532,0.7577521726032503,0.04555863324980641,0.44873058795928955,0.12846073908342304,0.009570054799576937,24,11.5
teacherA_0,test_w37-40,ge5,near,,95295,11717,0.9197544467180859,0.8772273064091729,0.8175597637380173,0.8016557139199454,0.7705902590574326,0.8617001303315533,0.7244175130152769,0.808500038620455,0.04555863324980641,0.44873058795928955,0.12846073908342304,0.009570054799576937,24,11.5
teacherA_0,test_w37-40,ge5,far,,95295,80509,0.9197544467180859,0.8772273064091729,0.7636211445409992,0.8818765603845533,0.7237465664011744,0.7943940101665616,0.8104187109515706,0.7503665045894434,0.04555863324980641,0.44873058795928955,0.12846073908342304,0.009570054799576937,24,11.5
teacherA_0,test_w41-44,all,all,,100000,100000,0.90658,0.8554335881805125,0.7632303493,0.86734,0.7135363639,0.7917198764,0.80389,0.7379503028,0.051834891967326394,0.529518723487854,0.14682238509404386,0.012107937939524556,24,15.5
teacherA_0,test_w41-44,all,near,,100000,11009,0.90658,0.8554335881805125,0.8145782986647289,0.7769098010718503,0.7569922200018167,0.8614839781088199,0.6901625942410755,0.7967101762194568,0.051834891967326394,0.529518723487854,0.14682238509404386,0.012107937939524556,24,15.5
teacherA_0,test_w41-44,all,far,,100000,88991,0.90658,0.8554335881805125,0.7568781386881819,0.8785270420604331,0.7081604773516423,0.7830894194356732,0.8179591194615186,0.7306811694441012,0.051834891967326394,0.529518723487854,0.14682238509404386,0.012107937939524556,24,15.5
teacherA_0,test_w41-44,ge5,all,,95403,93678,0.9125499198138424,0.8613355225158251,0.7658899339949029,0.8665535130980593,0.7201515068748386,0.798862721529063,0.8004333995174961,0.7491613816216195,0.05055467959464464,0.5092206597328186,0.13956066232584038,0.011140357194766543,24,15.5
teacherA_0,test_w41-44,ge5,near,,95403,10688,0.9125499198138424,0.8613355225158251,0.813493579019126,0.7871444610778443,0.7610072073471998,0.8637100028544212,0.6958270958083832,0.804399770354891,0.05055467959464464,0.5092206597328186,0.13956066232584038,0.011140357194766543,24,15.5
teacherA_0,test_w41-44,ge5,far,,95403,82990,0.9125499198138424,0.8613355225158251,0.7597592223667685,0.8767803349801181,0.7148898400878934,0.790511260596355,0.813905289793951,0.7420474173032532,0.05055467959464464,0.5092206597328186,0.13956066232584038,0.011140357194766543,24,15.5
teacherA_0,test_w45-48,all,all,,100000,100000,0.873,0.8219438254906991,0.7395752346,0.88943,0.6737623414,0.7709784302500001,0.83563,0.6974235015000001,0.07800996341347696,0.8689467310905457,0.20325704751678317,0.01999671045573913,24,19.5
teacherA_0,test_w45-48,all,near,,100000,10212,0.873,0.8219438254906991,0.794137543576185,0.8124755189972581,0.716616178025852,0.8450664218566393,0.7376615746180963,0.7560964473168821,0.07800996341347696,0.8689467310905457,0.20325704751678317,0.01999671045573913,24,19.5
teacherA_0,test_w45-48,all,far,,100000,89788,0.873,0.8219438254906991,0.7333696135897892,0.8981823851739653,0.6688883785138325,0.7625520640286008,0.8467723972022988,0.6907503589566535,0.07800996341347696,0.8689467310905457,0.20325704751678317,0.01999671045573913,24,19.5
teacherA_0,test_w45-48,ge5,all,,95040,92738,0.8821443602693603,0.8298730178653224,0.7426036649205179,0.8883736979447475,0.6813186976853367,0.7771080269975849,0.8329595203692122,0.7103204951943469,0.07272603253658348,0.763992965221405,0.18962894716527742,0.016731615842341733,24,19.5
teacherA_0,test_w45-48,ge5,near,,95040,9889,0.8821443602693603,0.8298730178653224,0.7937867553113975,0.8226312063909395,0.7225406898730794,0.8466663088438231,0.7435534432197392,0.7661608649783642,0.07272603253658348,0.763992965221405,0.18962894716527742,0.016731615842341733,24,19.5
teacherA_0,test_w45-48,ge5,far,,95040,82849,0.8821443602693603,0.8298730178653224,0.7364943626854226,0.8962208354959021,0.6763983693682226,0.7688054301143701,0.8436311844439884,0.7036552920320376,0.07272603253658348,0.763992965221405,0.18962894716527742,0.016731615842341733,24,19.5
teacherA_0,test_w49-51,all,all,,100000,100000,0.85001,0.7948546224180794,0.7348428128,0.90136,0.6616352058999999,0.7661177859999999,0.85906,0.6834675765,0.09337229430243377,1.0958404541015625,0.2397942522710656,0.02601853750015409,24,23.0
teacherA_0,test_w49-51,all,near,,100000,12082,0.85001,0.7948546224180794,0.7921406265518953,0.8150968382718093,0.7038961521271312,0.8421192617116372,0.7530210230094355,0.740885619930475,0.09337229430243377,1.0958404541015625,0.2397942522710656,0.02601853750015409,24,23.0
teacherA_0,test_w49-51,all,far,,100000,87918,0.85001,0.7948546224180794,0.7269687462180668,0.91321458631907,0.6558275584066973,0.7556733965740804,0.8736322482313065,0.6755769875338384,0.09337229430243377,1.0958404541015625,0.2397942522710656,0.02601853750015409,24,23.0
teacherA_0,test_w49-51,ge5,all,,94427,93681,0.861215542164847,0.8030621183587495,0.737122207726849,0.900652213362368,0.6695676045146086,0.7696327810657115,0.857612536159947,0.6961830138321004,0.0868571837561857,0.9648627638816833,0.22328358940251505,0.021912978282198074,24,23.0
